player_id,stagione,nome,ruolo,ruolo_mantra,squadra,quotazione_attuale,quotazione_iniziale,diff_quotazione,fvm,ceduto,indice_finale,rank_ruolo,totale_ruolo,rank_generale,totale_generale,performance_score,reliability_score,forma_attuale_score,titolarita_score,presenze_pesate,fantamedia,media_voto,presenze_totali,presenza_pct,presenze_medie,gol_stagione,assist_stagione,gs_stagione,rigori_parati,varianza_voto,varianza_gol,ammonizioni,espulsioni,titolarita,is_titolare,infortunato,desc_infortunio,squalificato,rigorista_pos,punizioni_pos,updated_at
7332,2026-27,Bijlow,P,Por,GENOA,8,8,0,15,False,40.89,27.0,71.0,240.0,560.0,34.36,29.98,9.52,14.74,5.6,4.69,6.0,18,23.7,9.0,0.0,0.0,11.5,0.0,0.206,0.0,0.5,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
2134,2026-27,Falcone,P,Por,LECCE,8,8,0,26,False,77.37,1.0,71.0,4.0,560.0,65.0,96.46,30.95,94.11,35.76,4.99,6.3,164,71.9,27.3,0.0,0.0,37.7,0.8,0.355,0.0,1.3,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
6344,2026-27,Sanchez Ro.,P,Por,COMO,8,8,0,25,False,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
4236,2026-27,Muric,P,Por,SASSUOLO,7,7,0,15,False,43.73,24.0,71.0,218.0,560.0,28.86,34.26,30.95,29.47,11.2,4.76,6.09,34,44.7,17.0,0.0,0.0,23.0,0.5,0.492,0.0,2.0,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
7411,2026-27,Daffara,P,Por,PARMA,6,7,-1,7,False,14.52,47.0,71.0,469.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
6248,2026-27,Stankovic F.,P,Por,VENEZIA,6,6,0,11,False,54.03,16.0,71.0,141.0,560.0,62.21,44.21,21.43,9.87,3.75,5.09,6.53,17,22.4,8.5,0.0,0.0,13.5,0.5,0.483,0.0,0.5,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
6415,2026-27,Palmisani,P,Por,FROSINONE,5,4,1,12,False,18.05,43.0,71.0,442.0,560.0,0.0,0.0,30.95,0.0,0.0,5.75,6.25,2,5.3,2.0,0.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
2170,2026-27,Milinkovic-Savic V.,P,Por,NAPOLI,5,5,0,5,False,61.02,12.0,71.0,101.0,560.0,48.0,80.65,0.0,85.84,32.62,5.21,6.14,165,86.8,33.0,0.0,0.0,34.2,1.6,0.315,0.0,2.4,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
4485,2026-27,Thiam,P,Por,MONZA,4,5,-1,5,False,15.2,46.0,71.0,464.0,560.0,0.0,0.0,2.38,0.0,0.0,1.5,4.5,1,2.6,1.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
7463,2026-27,Desplanches,P,Por,FROSINONE,2,2,0,1,False,13.45,48.0,71.0,475.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
2814,2026-27,Provedel,P,Por,INTER,2,2,0,5,False,62.14,11.0,71.0,90.0,560.0,52.57,80.1,0.0,78.26,29.74,5.01,6.2,155,81.6,31.0,0.0,0.0,36.8,0.2,0.2,0.0,0.8,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
6662,2026-27,Corvi,P,Por,PARMA,2,1,1,10,False,44.95,22.0,71.0,211.0,560.0,43.79,33.97,14.29,15.66,5.95,5.0,6.13,19,25.0,9.5,0.0,0.0,10.5,0.0,0.385,0.0,0.5,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
4,2026-27,Sportiello,P,Por,ATALANTA,1,1,0,1,False,32.46,42.0,71.0,328.0,560.0,27.21,24.17,0.0,11.71,4.45,4.8,6.13,30,15.8,6.0,0.0,0.0,8.0,0.0,0.154,0.0,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7533,2026-27,Happonen,P,Por,BOLOGNA,1,1,0,1,False,13.31,71.0,71.0,498.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7172,2026-27,Pessina Mas.,P,Por,BOLOGNA,1,1,0,1,False,36.83,33.0,71.0,280.0,560.0,41.43,28.5,0.0,3.68,1.4,5.62,6.12,4,10.5,4.0,0.0,0.0,2.0,0.0,0.062,0.0,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
6650,2026-27,Sherri,P,Por,CAGLIARI,1,1,0,1,False,32.69,41.0,71.0,325.0,560.0,32.79,23.33,0.0,4.61,1.75,4.29,5.86,7,18.4,7.0,0.0,0.0,11.0,0.0,0.143,0.0,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7301,2026-27,Tornqvist,P,Por,MONZA,1,1,0,10,False,13.31,59.0,71.0,486.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
2809,2026-27,Vigorito,P,Por,COMO,1,1,0,1,False,13.31,62.0,71.0,489.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
6403,2026-27,Christensen O.,P,Por,FIORENTINA,1,1,0,1,False,44.86,23.0,71.0,212.0,560.0,58.21,37.24,0.0,3.03,1.15,3.9,5.9,5,6.6,2.5,0.0,0.0,5.0,0.0,1.175,0.0,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
158,2026-27,Lezzerini,P,Por,FIORENTINA,1,1,0,1,False,36.55,34.0,71.0,282.0,560.0,43.0,27.62,0.0,1.26,0.48,4.5,6.17,6,15.8,6.0,0.0,0.0,9.0,0.0,0.167,0.0,2.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7466,2026-27,Lolic,P,Por,FROSINONE,1,1,0,1,False,13.31,54.0,71.0,481.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
219,2026-27,Sommariva,P,Por,GENOA,1,1,0,1,False,38.78,29.0,71.0,251.0,560.0,46.79,29.5,0.0,2.5,0.95,4.5,6.17,3,3.9,1.5,0.0,0.0,2.5,0.0,1.083,0.0,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
6569,2026-27,Stolz,P,Por,GENOA,1,1,0,1,False,13.31,66.0,71.0,493.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
1926,2026-27,Di Gennaro,P,Por,INTER,1,1,0,1,False,37.11,32.0,71.0,276.0,560.0,43.93,28.3,0.0,1.45,0.55,5.75,6.25,2,2.6,1.0,0.0,0.0,0.5,0.0,0.125,0.0,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
1930,2026-27,Pinsoglio,P,Por,JUVENTUS,1,1,0,1,False,38.45,30.0,71.0,256.0,560.0,47.0,30.16,0.0,0.74,0.28,6.0,6.5,2,2.6,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7337,2026-27,Motta,P,Por,LAZIO,1,1,0,1,False,33.94,37.0,71.0,310.0,560.0,32.86,24.4,0.0,8.29,3.15,5.17,6.0,9,23.7,9.0,0.0,0.0,10.0,1.0,0.438,0.0,1.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7534,2026-27,Renzetti,P,Por,LAZIO,1,1,0,1,False,13.31,51.0,71.0,478.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
2815,2026-27,Terracciano,P,Por,MILAN,1,1,0,1,False,42.75,25.0,71.0,226.0,560.0,32.07,43.96,0.0,37.08,14.09,4.95,6.09,99,52.1,19.8,0.0,0.0,23.8,0.6,0.26,0.0,0.8,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
6813,2026-27,Torriani,P,Por,MILAN,1,1,0,1,False,13.31,56.0,71.0,483.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7475,2026-27,Strajnar,P,Por,MONZA,1,1,0,1,False,13.31,52.0,71.0,479.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
2845,2026-27,Contini,P,Por,NAPOLI,1,1,0,1,False,35.33,36.0,71.0,296.0,560.0,41.5,25.46,0.0,0.53,0.2,6.0,6.0,1,2.6,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7048,2026-27,De Marzi,P,Por,ROMA,1,1,0,1,False,13.31,50.0,71.0,477.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
610,2026-27,Gollini,P,Por,ROMA,1,1,0,1,False,32.73,40.0,71.0,324.0,560.0,28.43,24.59,0.0,10.5,3.99,4.71,5.98,21,18.4,7.0,0.0,0.0,9.7,0.3,0.187,0.0,0.3,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
4518,2026-27,Russo A.,P,Por,SASSUOLO,1,1,0,1,False,33.85,38.0,71.0,312.0,560.0,39.07,23.05,0.0,0.32,0.12,2.0,5.0,1,2.6,1.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
4867,2026-27,Turati,P,Por,SASSUOLO,1,1,0,1,False,55.53,14.0,71.0,130.0,560.0,55.71,59.23,0.0,41.58,15.8,4.62,6.24,67,58.8,22.3,0.0,0.0,39.0,1.0,0.306,0.0,0.3,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7457,2026-27,Mascardi,P,Por,TORINO,1,1,0,5,False,17.55,44.0,71.0,447.0,560.0,0.0,0.0,14.29,0.0,0.0,3.75,5.75,2,5.3,2.0,0.0,0.0,4.0,0.0,0.125,0.0,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
5320,2026-27,Paleari,P,Por,TORINO,1,1,0,1,False,53.06,18.0,71.0,148.0,560.0,57.86,52.42,0.0,27.37,10.4,4.48,6.1,30,39.5,15.0,0.0,0.0,24.0,0.0,0.248,0.0,0.5,0.0,,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7363,2026-27,Siviero,P,Por,TORINO,1,1,0,1,False,13.31,53.0,71.0,480.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
543,2026-27,Padelli,P,Por,UDINESE,1,1,0,1,False,40.64,28.0,71.0,244.0,560.0,49.5,32.74,0.0,3.13,1.19,4.58,6.25,6,5.3,2.0,0.0,0.0,3.3,0.0,0.675,0.0,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
5707,2026-27,Piana,P,Por,UDINESE,1,1,0,1,False,13.31,68.0,71.0,495.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
6671,2026-27,Grandi,P,Por,VENEZIA,1,1,0,1,False,13.31,65.0,71.0,492.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7531,2026-27,Pozzi,P,Por,VENEZIA,1,1,0,1,False,13.31,60.0,71.0,487.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
2127,2026-27,Satalino,P,Por,SASSUOLO,1,1,0,1,False,13.31,69.0,71.0,496.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7557,2026-27,Penev,P,Por,LECCE,1,1,0,1,False,13.31,67.0,71.0,494.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7560,2026-27,Pisseri,P,Por,FROSINONE,1,1,0,1,False,13.31,70.0,71.0,497.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
3,2026-27,Radunovic,P,Por,CAGLIARI,1,1,0,1,False,33.14,39.0,71.0,320.0,560.0,34.43,22.59,0.0,4.32,1.64,4.5,5.9,10,13.2,5.0,0.0,0.0,8.5,0.5,0.711,0.0,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
4957,2026-27,Montipò,P,Por,VENEZIA,1,1,0,1,False,65.82,7.0,71.0,58.0,560.0,56.64,91.4,0.0,94.24,35.81,4.75,6.2,179,94.2,35.8,0.0,0.2,55.2,1.2,0.251,0.0,0.4,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
4468,2026-27,Bleve,P,Por,LECCE,1,1,0,1,False,13.31,49.0,71.0,476.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7603,2026-27,Grabara,P,Por,JUVENTUS,1,1,0,1,False,13.31,58.0,71.0,485.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7611,2026-27,Mrozek,P,Por,UDINESE,1,1,0,1,False,13.31,64.0,71.0,491.0,560.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
2874,2026-27,Ghidotti,P,Por,PARMA,1,1,0,1,False,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
7626,2026-27,Pompei,P,Por,ATALANTA,1,1,0,1,False,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
254,2026-27,Dimarco,D,E;W,INTER,31,32,-1,240,False,78.38,2.0,201.0,3.0,560.0,65.0,90.86,39.15,84.76,32.21,6.99,6.36,157,68.9,26.2,3.7,6.2,0.0,0.0,0.372,0.256,1.2,0.0,panchina,False,False,,False,,2.0,2026-09-09T13:29:56.628602+00:00
7181,2026-27,Wesley,D,E,ROMA,18,17,1,87,False,64.94,23.0,201.0,65.0,560.0,58.63,52.38,48.06,27.63,10.5,6.52,6.16,32,42.1,16.0,2.5,0.5,0.0,0.0,0.443,0.144,2.5,1.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
4998,2026-27,Molina N.,D,E,ROMA,18,18,0,78,False,48.32,67.0,201.0,192.0,560.0,44.45,31.22,20.54,7.37,2.8,6.58,6.04,36,47.4,18.0,3.5,1.0,0.0,0.0,0.477,0.165,2.5,0.5,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
2788,2026-27,Bremer,D,Dc,JUVENTUS,16,15,1,60,False,76.06,6.0,201.0,11.0,560.0,64.58,77.56,49.61,63.26,24.04,6.54,6.27,133,58.3,22.2,2.5,0.7,0.0,0.0,0.407,0.234,4.7,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
2296,2026-27,Mancini,D,Dc,ROMA,16,15,1,50,False,80.2,1.0,201.0,1.0,560.0,63.93,95.55,43.8,93.92,35.69,6.17,6.09,178,78.1,29.7,1.8,1.0,0.0,0.0,0.288,0.171,7.8,0.2,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
4159,2026-27,Akanji,D,Dc,INTER,15,16,-1,47,False,64.1,25.0,201.0,73.0,560.0,62.73,56.28,7.75,29.47,11.2,6.34,6.24,34,44.7,17.0,1.0,0.0,0.0,0.0,0.291,0.057,2.5,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
4409,2026-27,Rrahmani,D,Dc,NAPOLI,15,14,1,51,False,76.62,5.0,201.0,9.0,560.0,63.08,83.95,39.15,75.92,28.85,6.33,6.14,152,66.7,25.3,2.0,0.5,0.0,0.0,0.413,0.199,2.8,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
2120,2026-27,Bastoni,D,Dc,INTER,14,14,0,43,False,76.95,3.0,201.0,6.0,560.0,64.45,86.16,39.15,77.26,29.36,6.36,6.26,150,65.8,25.0,0.7,2.5,0.0,0.0,0.221,0.097,3.7,0.2,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
4976,2026-27,Kalulu,D,Dd;Dc,JUVENTUS,14,13,1,47,False,73.32,8.0,201.0,17.0,560.0,58.08,78.41,43.8,71.34,27.11,6.14,6.04,130,57.0,21.7,0.8,1.0,0.0,0.0,0.411,0.097,2.0,0.3,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
5022,2026-27,Pavlovic,D,Dc,MILAN,14,14,0,49,False,69.29,14.0,201.0,39.0,560.0,60.68,64.67,39.15,45.79,17.4,6.41,6.11,58,50.9,19.3,2.3,0.3,0.0,0.0,0.342,0.165,2.7,0.3,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
5833,2026-27,Gila,D,Dc,MILAN,13,12,1,31,False,66.79,19.0,201.0,56.0,560.0,51.2,67.17,43.8,61.29,23.29,5.95,6.03,88,46.3,17.6,0.2,0.0,0.0,0.0,0.338,0.026,2.6,0.4,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
4317,2026-27,N'Dicka,D,Dc,ROMA,13,13,0,42,False,70.09,11.0,201.0,34.0,560.0,57.43,75.23,20.54,66.71,25.35,6.08,6.01,95,62.5,23.8,0.8,1.0,0.0,0.0,0.324,0.075,3.2,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
6956,2026-27,Solet,D,Dc,UDINESE,13,13,0,46,False,68.25,15.0,201.0,44.0,560.0,61.33,63.89,28.68,43.82,16.65,6.35,6.16,55,48.2,18.3,1.3,0.7,0.0,0.0,0.362,0.097,0.7,0.3,panchina,False,True,"noie muscolari alla gamba, out contro l'Inter",False,2.0,,2026-09-09T13:29:56.628602+00:00
6217,2026-27,Bisseck,D,Dc,INTER,12,11,1,36,False,69.72,12.0,201.0,35.0,560.0,62.08,65.04,48.06,44.74,17.0,6.63,6.17,63,41.4,15.8,2.2,1.2,0.0,0.0,0.315,0.201,1.5,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
2514,2026-27,Stones,D,Dc,INTER,12,12,0,25,False,20.55,152.0,201.0,424.0,560.0,0.0,0.0,28.68,0.0,0.0,6.0,6.0,2,5.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
2816,2026-27,Di Lorenzo,D,Dd;E,NAPOLI,12,12,0,39,False,76.62,4.0,201.0,8.0,560.0,63.05,90.32,28.68,85.87,32.63,6.37,6.15,171,75.0,28.5,1.7,2.7,0.0,0.0,0.312,0.154,3.2,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
5750,2026-27,Ostigard,D,Dc,GENOA,11,11,0,41,False,65.0,22.0,201.0,64.0,560.0,53.3,58.73,43.8,43.21,16.42,6.09,5.97,73,38.4,14.6,1.2,0.0,0.0,0.0,0.544,0.14,2.8,0.4,titolare,True,False,,False,2.0,,2026-09-09T13:29:56.628602+00:00
4807,2026-27,Hermoso,D,Dc,ROMA,11,10,1,26,False,40.49,94.0,201.0,245.0,560.0,17.48,26.7,43.8,27.5,10.45,6.21,6.06,33,28.9,11.0,1.0,0.7,0.0,0.0,0.496,0.096,3.3,0.3,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
5982,2026-27,Spence,D,E,INTER,11,12,-1,37,False,46.39,70.0,201.0,201.0,560.0,44.28,32.54,0.0,7.89,3.0,5.97,6.0,15,39.5,15.0,0.0,0.0,0.0,0.0,0.107,0.0,1.0,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
5526,2026-27,Scalvini,D,Dc,ATALANTA,10,10,0,28,False,57.55,39.0,201.0,116.0,560.0,38.28,56.09,28.68,55.16,20.96,6.16,6.0,109,47.8,18.2,1.2,0.7,0.0,0.0,0.35,0.137,2.5,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
6869,2026-27,Ramon,D,Dc,COMO,10,10,0,31,False,63.56,27.0,201.0,78.0,560.0,60.55,55.08,28.68,29.47,11.2,6.13,6.15,34,44.7,17.0,1.0,0.0,0.0,0.0,0.281,0.06,5.5,0.5,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
5641,2026-27,Chalobah T.,D,Dd;Dc,COMO,10,9,1,32,False,21.9,150.0,201.0,418.0,560.0,0.0,0.0,43.8,0.0,0.0,6.5,6.5,2,5.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
5885,2026-27,Dodò,D,Dd;E,FIORENTINA,9,10,-1,20,False,64.06,26.0,201.0,74.0,560.0,52.68,73.86,4.65,69.76,26.51,6.05,6.0,111,58.4,22.2,0.4,2.0,0.0,0.0,0.384,0.051,3.6,0.2,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
5514,2026-27,Vasquez,D,Ds;Dc,GENOA,9,9,0,30,False,74.07,7.0,201.0,13.0,560.0,60.13,90.05,13.57,88.42,33.6,6.05,6.01,160,70.2,26.7,1.2,0.2,0.0,0.0,0.302,0.137,5.2,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
4994,2026-27,Vojvoda,D,Dd;E,UDINESE,9,8,1,19,False,65.75,21.0,201.0,59.0,560.0,51.23,72.79,43.8,68.32,25.96,6.07,5.96,133,58.3,22.2,0.5,2.3,0.0,0.0,0.246,0.075,2.8,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
5555,2026-27,Kamara H.,D,Ds;E,UDINESE,9,6,3,12,False,59.4,36.0,201.0,109.0,560.0,48.7,66.8,49.61,60.0,22.8,6.1,5.99,89,58.6,22.2,1.0,1.5,0.0,0.0,0.221,0.102,3.8,0.2,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
554,2026-27,Zappacosta,D,Dd;E,ATALANTA,8,8,0,19,False,70.52,10.0,201.0,29.0,560.0,58.6,85.07,28.68,81.45,30.95,6.3,6.03,150,65.8,25.0,2.3,1.7,0.0,0.0,0.285,0.211,3.5,0.0,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
4734,2026-27,Miranda J.,D,Ds;E,BOLOGNA,8,8,0,23,False,63.23,28.0,201.0,80.0,560.0,55.43,61.58,20.54,47.63,18.1,6.12,6.02,61,53.5,20.3,0.3,3.0,0.0,0.0,0.454,0.027,3.3,0.3,titolare,True,False,,False,,3.0,2026-09-09T13:29:56.628602+00:00
4657,2026-27,Celik,D,B;Dd;E,JUVENTUS,8,8,0,16,False,62.22,30.0,201.0,87.0,560.0,51.75,69.69,28.68,62.16,23.62,5.93,5.94,97,51.1,19.4,0.2,1.0,0.0,0.0,0.267,0.026,2.8,0.4,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
5520,2026-27,Cambiaso,D,Dd;Ds;E,JUVENTUS,8,9,-1,18,False,68.11,16.0,201.0,45.0,560.0,49.75,82.49,20.54,87.16,33.12,6.11,5.96,159,69.7,26.5,1.3,2.8,0.0,0.0,0.304,0.137,3.8,0.3,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
6320,2026-27,Doekhi,D,Dc,LAZIO,8,7,1,16,False,17.82,160.0,201.0,446.0,560.0,0.0,0.0,39.15,0.0,0.0,6.25,6.25,2,5.3,2.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
6989,2026-27,Tiago Gabriel,D,Dc,LECCE,8,7,1,20,False,62.19,32.0,201.0,89.0,560.0,59.8,57.48,28.68,34.47,13.1,6.1,6.01,40,35.1,13.3,1.0,0.0,0.0,0.0,0.417,0.079,2.3,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
6496,2026-27,Bartesaghi,D,Ds;E,MILAN,8,8,0,22,False,42.21,86.0,201.0,229.0,560.0,21.58,32.26,28.68,32.11,12.2,5.96,5.92,39,25.7,9.8,0.5,0.0,0.0,0.0,0.336,0.03,0.8,0.2,panchina,False,False,,False,,,2026-09-09T13:29:56.628602+00:00
1852,2026-27,Spinazzola,D,Ds;E,NAPOLI,8,8,0,25,False,69.33,13.0,201.0,38.0,560.0,61.2,75.9,13.57,63.5,24.13,6.33,6.09,106,46.5,17.7,1.0,1.7,0.0,0.0,0.228,0.137,1.0,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
6664,2026-27,Delprato,D,B;Dd;E,PARMA,8,8,0,21,False,61.97,33.0,201.0,95.0,560.0,49.9,62.36,28.68,54.61,20.75,6.13,5.97,71,62.3,23.7,2.0,0.0,0.0,0.0,0.399,0.137,4.7,0.0,titolare,True,False,,False,,,2026-09-09T13:29:56.628602+00:00
5862,2026-27,Valeri,D,Ds;E,PARMA,8,8,0,22,False,64.37,24.0,201.0,70.0,560.0,45.9,72.76,28.68,73.26,27.84,6.14,5.98,122,64.2,24.4,0.8,2.4,0.0,0.0,0.231,0.075,1.8,0.0,titolare,True,False,,False,2.0,3.0,2026-09-09T13:29:56.628602+00:00
